avg_intensity,std_intensity,black_percentage,is_written
221.3290888108287,9.48677121269346,0.0014639349689189686,1
240.29967010887557,1.6015171625310105,0.0,0
214.83993222863867,4.043331293389778,0.0,0
232.12817155258028,9.427977912265975,0.0014743949314010372,1
220.387163212197,9.304693024164111,0.0014784179938941405,1
222.32469516680766,9.091015204748182,0.0014719810939051753,1
238.95780370673484,9.3811843097019,0.0014819812778166035,1
233.420293361717,2.351081996964773,0.0,0
237.0048706642881,9.25603071172841,0.0014681879206973922,1
229.1938006905874,9.20259915999281,0.0014800272188913819,1
226.25733898554455,9.178892338896636,0.001483590502813845,1
229.19227031761503,9.47612842231885,0.0014820962224592637,1
237.35969684499946,2.1221934125198163,0.0,0
214.49947838121162,9.085097294956283,0.001481406554603303,1
210.8786981139883,4.066979261424121,0.0,0
233.0822785246625,9.090213149033378,0.001428072240409019,1
239.3023040653621,2.1095941287745346,0.0,0
209.58362142292273,9.284578627618984,0.0014784179938941405,1
207.62673704343987,9.2642991752115,0.001480142163534042,1
246.17977146706147,0.8957829600358841,0.0,0
235.06697203626734,9.076295472420211,0.0013837036083422223,1
235.39944585187774,1.9458949000444656,0.0,0
211.89822123165484,4.312915037783899,0.0,0
213.51996990749254,9.1375064480816,0.0014799122742487217,1
204.0391419842204,5.103199749479749,0.0,0
237.00275844153455,9.385719799099448,0.001483590502813845,1
213.53733815794314,9.510209434073492,0.001476463934968919,1
215.8191892034796,4.017772183853742,0.0,0
238.94624257457608,9.277552313879024,0.0014550842314341413,1
251.07966422370987,0.4417848676726346,0.0,0
220.36745951649687,9.019718991338834,0.001480142163534042,1
238.32050876797734,1.5223814974684795,0.0,0
219.39125501158642,9.239237842651505,0.0014794524956780815,1
212.8595525894729,4.44929335621869,0.0,0
247.14068592066062,0.7563121878781297,0.0,0
246.76728640986502,9.578148432655833,0.001484739949240446,1
221.33690286258138,9.1544342559806,0.0014356585868245853,1
217.78016664674294,4.124552394016484,0.0,0
229.51963840714313,2.3161533977634963,0.0,0
244.20052506712767,1.1588225127967575,0.0,0
235.38202989940044,2.398642800311932,0.0,0
229.13431718284474,9.221349931064342,0.0014779582153235003,1
237.3588207369331,1.7861898986893587,0.0,0
211.56011627800052,9.167828036677095,0.0014800272188913819,1
224.62101532901755,2.9153394005999482,0.0,0
214.4967052267628,9.21269661973471,0.0014807168867473424,1
232.1207091164895,9.127808716049286,0.0014285320189796594,1
228.55926442325375,2.435033160778455,0.0,0
231.4619288400706,2.454770501729912,0.0,0
220.69920630724243,3.1566821164268113,0.0,0
240.91814355206532,9.390687919398777,0.001472785706403796,1
208.6285054667672,9.32968946977211,0.0014763489903262589,1
231.1296446831206,9.240727218508995,0.0014797973296060618,1
228.19653430407917,9.350234833909003,0.001478992717107441,1
214.4981132986354,9.124469375107584,0.0014742799867583773,1
224.60138496799942,2.966771948091469,0.0,0
216.46194861054917,8.96437981165925,0.0014384172582484276,1
219.3759457645198,9.34771956329589,0.0014520956707249788,1
217.74067454114098,3.6986534242940663,0.0,0
224.29127052911318,9.372870189042773,0.0014294515761209402,1
222.65971661547798,2.804323521644237,0.0,0
243.22081819895539,1.0644183663342175,0.0,0
225.2781556902196,9.243288390847827,0.0014833606135285246,1
224.29098351234046,9.165868360838546,0.0014391069261043882,1
220.7001703479604,4.498922678147789,0.0,0
215.49540934086144,9.450573495901901,0.0014793375510354213,1
236.36095468422408,1.5559183308898235,0.0,0
227.2351732905433,9.32140383755277,0.0014770386581822194,1
229.17265294534153,9.176926849462253,0.0014865790635230074,1
223.30057070015081,9.384810174581004,0.0014818663331739434,1
232.440034414426,2.816323427949718,0.0,0
229.1783575330121,9.287881773444601,0.0014564635671460624,1
